,symbol,timestamp,type,strike_price,expiration,bid_price,bid_amount,ask_price,ask_amount,mark_price,mark_iv,underlying_price,delta,theta,datetime,expiration_datetime,days_to_expiration
113675,ETH-24APR20-200-P,1583021555613000,put,200.0,1587715200000000,0.0705,31.0,0.087,150.0,0.078688,87.5,224.93,-0.30264,-0.24394000000000002,2020-03-01 00:12:35.613,2020-04-24 08:00:00,54 days 07:47:24.387000
113927,ETH-24APR20-300-C,1583021557627000,call,300.0,1587715200000000,0.032,40.0,0.057999999999999996,40.0,0.046061000000000005,90.58,224.93,0.25804,-0.23374,2020-03-01 00:12:37.627,2020-04-24 08:00:00,54 days 07:47:22.373000
113915,ETH-24APR20-260-C,1583021557627000,call,260.0,1587715200000000,0.055,34.0,0.094,34.0,0.08014500000000001,87.94,224.93,0.39844,-0.27109,2020-03-01 00:12:37.627,2020-04-24 08:00:00,54 days 07:47:22.373000
113949,ETH-24APR20-280-C,1583021557628000,call,280.0,1587715200000000,0.0545,37.0,0.07,150.0,0.062278999999999994,90.47,224.93,0.3253,-0.26015,2020-03-01 00:12:37.628,2020-04-24 08:00:00,54 days 07:47:22.372000
113965,ETH-24APR20-220-P,1583021557628000,put,220.0,1587715200000000,0.1105,25.0,0.136,25.0,0.121218,87.06,224.93,-0.40751,-0.26991,2020-03-01 00:12:37.628,2020-04-24 08:00:00,54 days 07:47:22.372000
114028,ETH-24APR20-240-C,1583021558365000,call,240.0,1587715200000000,0.099,31.0,0.11699999999999999,150.0,0.107879,87.86,224.93,0.4913,-0.27988,2020-03-01 00:12:38.365,2020-04-24 08:00:00,54 days 07:47:21.635000
114370,ETH-24APR20-240-C,1583021561098000,call,240.0,1587715200000000,0.099,181.0,0.11699999999999999,150.0,0.107879,87.8,224.85,0.49078,-0.2796,2020-03-01 00:12:41.098,2020-04-24 08:00:00,54 days 07:47:18.902000
114458,ETH-24APR20-200-P,1583021561655000,put,200.0,1587715200000000,0.0705,31.0,0.087,150.0,0.078919,87.57,224.85,-0.30307,-0.24419000000000002,2020-03-01 00:12:41.655,2020-04-24 08:00:00,54 days 07:47:18.345000
114738,ETH-24APR20-300-C,1583021563669000,call,300.0,1587715200000000,0.032,40.0,0.057999999999999996,40.0,0.045850999999999996,90.49,224.83,0.25729,-0.23305,2020-03-01 00:12:43.669,2020-04-24 08:00:00,54 days 07:47:16.331000
114801,ETH-24APR20-220-P,1583021563669000,put,220.0,1587715200000000,0.1105,25.0,0.136,25.0,0.12176,87.26,224.83,-0.40795,-0.27047,2020-03-01 00:12:43.669,2020-04-24 08:00:00,54 days 07:47:16.331000
114803,ETH-24APR20-280-C,1583021563670000,call,280.0,1587715200000000,0.0545,37.0,0.07,150.0,0.062025,90.37,224.83,0.32452,-0.2595,2020-03-01 00:12:43.670,2020-04-24 08:00:00,54 days 07:47:16.330000
114809,ETH-24APR20-260-C,1583021563671000,call,260.0,1587715200000000,0.055,34.0,0.094,34.0,0.07984,87.84,224.83,0.39764,-0.27049,2020-03-01 00:12:43.671,2020-04-24 08:00:00,54 days 07:47:16.329000
115153,ETH-24APR20-240-C,1583021566690000,call,240.0,1587715200000000,0.099,181.0,0.11699999999999999,150.0,0.107715,87.69,224.86,0.49062,-0.27924,2020-03-01 00:12:46.690,2020-04-24 08:00:00,54 days 07:47:13.310000
115143,ETH-24APR20-200-P,1583021566691000,put,200.0,1587715200000000,0.0705,31.0,0.087,150.0,0.079098,87.71,224.86,-0.30314,-0.24461999999999998,2020-03-01 00:12:46.691,2020-04-24 08:00:00,54 days 07:47:13.309000
115585,ETH-24APR20-260-C,1583021568704000,call,260.0,1587715200000000,0.055,34.0,0.094,34.0,0.079814,87.79,224.86,0.39766,-0.27039,2020-03-01 00:12:48.704,2020-04-24 08:00:00,54 days 07:47:11.296000
115544,ETH-24APR20-300-C,1583021568704000,call,300.0,1587715200000000,0.032,40.0,0.057999999999999996,40.0,0.045832,90.45,224.86,0.25727,-0.23298000000000002,2020-03-01 00:12:48.704,2020-04-24 08:00:00,54 days 07:47:11.296000
115579,ETH-24APR20-280-C,1583021568704000,call,280.0,1587715200000000,0.0545,37.0,0.07,150.0,0.062005,90.33,224.86,0.32452,-0.25943,2020-03-01 00:12:48.704,2020-04-24 08:00:00,54 days 07:47:11.296000
115590,ETH-24APR20-220-P,1583021568705000,put,220.0,1587715200000000,0.1105,25.0,0.136,25.0,0.121821,87.34,224.86,-0.40776999999999997,-0.27073,2020-03-01 00:12:48.705,2020-04-24 08:00:00,54 days 07:47:11.295000
116189,ETH-24APR20-240-C,1583021571726000,call,240.0,1587715200000000,0.099,181.0,0.11699999999999999,150.0,0.10776500000000001,87.58,224.98,0.49111000000000005,-0.27906,2020-03-01 00:12:51.726,2020-04-24 08:00:00,54 days 07:47:08.274000
116363,ETH-24APR20-220-P,1583021572732000,put,220.0,1587715200000000,0.1105,25.0,0.136,25.0,0.12148199999999999,87.47,225.08,-0.40656,-0.2712,2020-03-01 00:12:52.732,2020-04-24 08:00:00,54 days 07:47:07.268000
116435,ETH-24APR20-200-P,1583021573371000,put,200.0,1587715200000000,0.07,31.0,0.087,150.0,0.078838,87.8,225.08,-0.30217,-0.24477,2020-03-01 00:12:53.371,2020-04-24 08:00:00,54 days 07:47:06.629000
116564,ETH-24APR20-260-C,1583021573739000,call,260.0,1587715200000000,0.055,34.0,0.094,34.0,0.08002999999999999,87.73,225.08,0.39862,-0.27063000000000004,2020-03-01 00:12:53.739,2020-04-24 08:00:00,54 days 07:47:06.261000
116548,ETH-24APR20-300-C,1583021573740000,call,300.0,1587715200000000,0.032,40.0,0.057999999999999996,40.0,0.045972000000000006,90.39,225.08,0.25799,-0.2334,2020-03-01 00:12:53.740,2020-04-24 08:00:00,54 days 07:47:06.260000
116549,ETH-24APR20-280-C,1583021573740000,call,280.0,1587715200000000,0.0545,37.0,0.07,150.0,0.062186,90.28,225.08,0.32536,-0.2598,2020-03-01 00:12:53.740,2020-04-24 08:00:00,54 days 07:47:06.260000
116728,ETH-24APR20-200-P,1583021576040000,put,200.0,1587715200000000,0.0695,31.0,0.087,150.0,0.078838,87.8,225.08,-0.30217,-0.24477,2020-03-01 00:12:56.040,2020-04-24 08:00:00,54 days 07:47:03.960000
116896,ETH-24APR20-240-C,1583021576761000,call,240.0,1587715200000000,0.099,181.0,0.11699999999999999,150.0,0.108145,87.68,225.12,0.49196999999999996,-0.27955,2020-03-01 00:12:56.761,2020-04-24 08:00:00,54 days 07:47:03.239000
117034,ETH-24APR20-220-P,1583021577767000,put,220.0,1587715200000000,0.1105,25.0,0.136,25.0,0.121254,87.37,225.12,-0.40643,-0.27092,2020-03-01 00:12:57.767,2020-04-24 08:00:00,54 days 07:47:02.233000
117120,ETH-24APR20-280-C,1583021578774000,call,280.0,1587715200000000,0.0545,37.0,0.07,150.0,0.062298,90.33,225.12,0.32569000000000004,-0.26009,2020-03-01 00:12:58.774,2020-04-24 08:00:00,54 days 07:47:01.226000
117130,ETH-24APR20-260-C,1583021578774000,call,260.0,1587715200000000,0.055,34.0,0.094,34.0,0.080164,87.78,225.12,0.39895,-0.2709,2020-03-01 00:12:58.774,2020-04-24 08:00:00,54 days 07:47:01.226000
117149,ETH-24APR20-300-C,1583021578774000,call,300.0,1587715200000000,0.032,40.0,0.057999999999999996,40.0,0.046060000000000004,90.44,225.12,0.2583,-0.23369,2020-03-01 00:12:58.774,2020-04-24 08:00:00,54 days 07:47:01.226000
117609,ETH-24APR20-200-P,1583021582802000,put,200.0,1587715200000000,0.0695,31.0,0.087,150.0,0.078614,87.56,225.02,-0.30227,-0.24406999999999998,2020-03-01 00:13:02.802,2020-04-24 08:00:00,54 days 07:46:57.198000
117640,ETH-24APR20-240-C,1583021582802000,call,240.0,1587715200000000,0.099,181.0,0.11699999999999999,150.0,0.108201,87.82,225.02,0.49171000000000004,-0.27988,2020-03-01 00:13:02.802,2020-04-24 08:00:00,54 days 07:46:57.198000
117643,ETH-24APR20-220-P,1583021582803000,put,220.0,1587715200000000,0.1105,25.0,0.136,25.0,0.121174,87.17,225.02,-0.40700000000000003,-0.27028,2020-03-01 00:13:02.803,2020-04-24 08:00:00,54 days 07:46:57.197000
117790,ETH-24APR20-260-C,1583021583809000,call,260.0,1587715200000000,0.055,34.0,0.094,34.0,0.080071,87.84,224.99,0.39846,-0.27083,2020-03-01 00:13:03.809,2020-04-24 08:00:00,54 days 07:46:56.191000
117774,ETH-24APR20-300-C,1583021583809000,call,300.0,1587715200000000,0.032,40.0,0.057999999999999996,40.0,0.045995,90.48,224.99,0.25793,-0.2335,2020-03-01 00:13:03.809,2020-04-24 08:00:00,54 days 07:46:56.191000
117744,ETH-24APR20-280-C,1583021583809000,call,280.0,1587715200000000,0.0545,37.0,0.07,150.0,0.062225,90.38,224.99,0.32529,-0.25997,2020-03-01 00:13:03.809,2020-04-24 08:00:00,54 days 07:46:56.191000
117931,ETH-24APR20-200-P,1583021585469000,put,200.0,1587715200000000,0.07,150.0,0.087,150.0,0.078778,87.64,224.99,-0.30246999999999996,-0.24434,2020-03-01 00:13:05.469,2020-04-24 08:00:00,54 days 07:46:54.531000
117934,ETH-24APR20-200-P,1583021585502000,put,200.0,1587715200000000,0.0705,31.0,0.087,150.0,0.078778,87.64,224.99,-0.30246999999999996,-0.24434,2020-03-01 00:13:05.502,2020-04-24 08:00:00,54 days 07:46:54.498000
118229,ETH-24APR20-240-C,1583021587837000,call,240.0,1587715200000000,0.099,181.0,0.11699999999999999,150.0,0.10798800000000001,87.78,224.94,0.4912,-0.27963000000000005,2020-03-01 00:13:07.837,2020-04-24 08:00:00,54 days 07:46:52.163000
118273,ETH-24APR20-220-P,1583021587837000,put,220.0,1587715200000000,0.1105,25.0,0.136,25.0,0.12147899999999999,87.24,224.94,-0.40739000000000003,-0.27046,2020-03-01 00:13:07.837,2020-04-24 08:00:00,54 days 07:46:52.163000
118393,ETH-24APR20-280-C,1583021588845000,call,280.0,1587715200000000,0.0545,37.0,0.07,150.0,0.062189,90.4,224.94,0.3251,-0.2599,2020-03-01 00:13:08.845,2020-04-24 08:00:00,54 days 07:46:51.155000
118391,ETH-24APR20-300-C,1583021588846000,call,300.0,1587715200000000,0.032,40.0,0.057999999999999996,40.0,0.045963,90.49,224.94,0.25777,-0.2334,2020-03-01 00:13:08.846,2020-04-24 08:00:00,54 days 07:46:51.154000
118406,ETH-24APR20-260-C,1583021588846000,call,260.0,1587715200000000,0.055,34.0,0.094,34.0,0.080025,87.86,224.94,0.39825,-0.27079000000000003,2020-03-01 00:13:08.846,2020-04-24 08:00:00,54 days 07:46:51.154000
118561,ETH-24APR20-200-P,1583021590859000,put,200.0,1587715200000000,0.0705,31.0,0.087,150.0,0.078916,87.66,224.92,-0.3028,-0.24443,2020-03-01 00:13:10.859,2020-04-24 08:00:00,54 days 07:46:49.141000
118827,ETH-24APR20-220-P,1583021593733000,put,220.0,1587715200000000,0.1105,25.0,0.136,25.0,0.12161300000000001,87.31,224.92,-0.40745,-0.27065,2020-03-01 00:13:13.733,2020-04-24 08:00:00,54 days 07:46:46.267000
118888,ETH-24APR20-260-C,1583021593880000,call,260.0,1587715200000000,0.055,34.0,0.094,34.0,0.079949,87.82,224.92,0.39807,-0.27063000000000004,2020-03-01 00:13:13.880,2020-04-24 08:00:00,54 days 07:46:46.120000
118988,ETH-24APR20-280-C,1583021593881000,call,280.0,1587715200000000,0.0545,37.0,0.07,150.0,0.062126999999999995,90.37,224.92,0.32493,-0.25973,2020-03-01 00:13:13.881,2020-04-24 08:00:00,54 days 07:46:46.119000
119014,ETH-24APR20-240-C,1583021593881000,call,240.0,1587715200000000,0.099,181.0,0.11699999999999999,150.0,0.1079,87.74,224.92,0.49105,-0.27948,2020-03-01 00:13:13.881,2020-04-24 08:00:00,54 days 07:46:46.119000
119025,ETH-24APR20-300-C,1583021593881000,call,300.0,1587715200000000,0.032,40.0,0.057999999999999996,40.0,0.045911,90.46,224.92,0.2576,-0.23323000000000002,2020-03-01 00:13:13.881,2020-04-24 08:00:00,54 days 07:46:46.119000
119225,ETH-24APR20-200-P,1583021595894000,put,200.0,1587715200000000,0.0705,31.0,0.087,150.0,0.078943,87.58,224.85,-0.30308,-0.24425,2020-03-01 00:13:15.894,2020-04-24 08:00:00,54 days 07:46:44.106000
119494,ETH-24APR20-240-C,1583021598041000,call,240.0,1587715200000000,0.099,31.0,0.11699999999999999,150.0,0.10775499999999999,87.73,224.85,0.49063,-0.27934000000000003,2020-03-01 00:13:18.041,2020-04-24 08:00:00,54 days 07:46:41.959000
119495,ETH-24APR20-240-C,1583021598055000,call,240.0,1587715200000000,0.0985,31.0,0.11699999999999999,150.0,0.10775499999999999,87.73,224.85,0.49063,-0.27934000000000003,2020-03-01 00:13:18.055,2020-04-24 08:00:00,54 days 07:46:41.945000
119640,ETH-24APR20-220-P,1583021598915000,put,220.0,1587715200000000,0.1105,25.0,0.136,25.0,0.12184400000000001,87.34,224.85,-0.40781999999999996,-0.27073,2020-03-01 00:13:18.915,2020-04-24 08:00:00,54 days 07:46:41.085000
119589,ETH-24APR20-300-C,1583021598916000,call,300.0,1587715200000000,0.032,40.0,0.057999999999999996,40.0,0.045826,90.45,224.85,0.25724,-0.23296,2020-03-01 00:13:18.916,2020-04-24 08:00:00,54 days 07:46:41.084000
119685,ETH-24APR20-260-C,1583021598916000,call,260.0,1587715200000000,0.055,34.0,0.094,34.0,0.079825,87.81,224.85,0.39766,-0.27043,2020-03-01 00:13:18.916,2020-04-24 08:00:00,54 days 07:46:41.084000
119692,ETH-24APR20-280-C,1583021598916000,call,280.0,1587715200000000,0.0545,37.0,0.07,150.0,0.062027,90.36,224.85,0.32455,-0.2595,2020-03-01 00:13:18.916,2020-04-24 08:00:00,54 days 07:46:41.084000
119807,ETH-24APR20-200-P,1583021601034000,put,200.0,1587715200000000,0.0705,31.0,0.087,150.0,0.079069,87.67,224.85,-0.30316,-0.24452,2020-03-01 00:13:21.034,2020-04-24 08:00:00,54 days 07:46:38.966000
120107,ETH-24APR20-280-C,1583021604034000,call,280.0,1587715200000000,0.0545,37.0,0.07,150.0,0.062026,90.37,224.84,0.32453000000000004,-0.2595,2020-03-01 00:13:24.034,2020-04-24 08:00:00,54 days 07:46:35.966000
120116,ETH-24APR20-240-C,1583021604036000,call,240.0,1587715200000000,0.0985,31.0,0.11699999999999999,150.0,0.10775,87.74,224.84,0.49058999999999997,-0.27936,2020-03-01 00:13:24.036,2020-04-24 08:00:00,54 days 07:46:35.964000
120223,ETH-24APR20-260-C,1583021604580000,call,260.0,1587715200000000,0.055,34.0,0.094,34.0,0.079818,87.82,224.84,0.39762,-0.27043,2020-03-01 00:13:24.580,2020-04-24 08:00:00,54 days 07:46:35.420000
120226,ETH-24APR20-300-C,1583021604580000,call,300.0,1587715200000000,0.032,40.0,0.057999999999999996,40.0,0.045823,90.46,224.84,0.25722,-0.23295,2020-03-01 00:13:24.580,2020-04-24 08:00:00,54 days 07:46:35.420000
120381,ETH-24APR20-220-P,1583021604957000,put,220.0,1587715200000000,0.1105,25.0,0.136,25.0,0.12186300000000001,87.34,224.84,-0.40788,-0.27071999999999996,2020-03-01 00:13:24.957,2020-04-24 08:00:00,54 days 07:46:35.043000
120415,ETH-24APR20-240-C,1583021606603000,call,240.0,1587715200000000,0.099,150.0,0.11699999999999999,150.0,0.107733,87.74,224.84,0.49058999999999997,-0.27936,2020-03-01 00:13:26.603,2020-04-24 08:00:00,54 days 07:46:33.397000
120440,ETH-24APR20-240-C,1583021606872000,call,240.0,1587715200000000,0.0995,31.0,0.11699999999999999,150.0,0.107733,87.74,224.84,0.49058999999999997,-0.27936,2020-03-01 00:13:26.872,2020-04-24 08:00:00,54 days 07:46:33.128000
120474,ETH-24APR20-200-P,1583021606977000,put,200.0,1587715200000000,0.0705,31.0,0.087,150.0,0.079096,87.69,224.85,-0.30317,-0.24458000000000002,2020-03-01 00:13:26.977,2020-04-24 08:00:00,54 days 07:46:33.023000
120953,ETH-24APR20-220-P,1583021609992000,put,220.0,1587715200000000,0.1105,25.0,0.136,25.0,0.121887,87.37,224.85,-0.40781,-0.27082,2020-03-01 00:13:29.992,2020-04-24 08:00:00,54 days 07:46:30.008000
120950,ETH-24APR20-300-C,1583021609992000,call,300.0,1587715200000000,0.032,40.0,0.057999999999999996,40.0,0.045824000000000004,90.45,224.85,0.25724,-0.23295,2020-03-01 00:13:29.992,2020-04-24 08:00:00,54 days 07:46:30.008000
120939,ETH-24APR20-280-C,1583021609992000,call,280.0,1587715200000000,0.0545,37.0,0.07,150.0,0.062032000000000004,90.36,224.85,0.32456,-0.25951,2020-03-01 00:13:29.992,2020-04-24 08:00:00,54 days 07:46:30.008000
120873,ETH-24APR20-260-C,1583021609992000,call,260.0,1587715200000000,0.055,34.0,0.094,34.0,0.079823,87.81,224.85,0.39765,-0.27043,2020-03-01 00:13:29.992,2020-04-24 08:00:00,54 days 07:46:30.008000
121117,ETH-24APR20-200-P,1583021612006000,put,200.0,1587715200000000,0.0705,31.0,0.087,150.0,0.07908,87.68,224.85,-0.30317,-0.24455,2020-03-01 00:13:32.006,2020-04-24 08:00:00,54 days 07:46:27.994000
121371,ETH-24APR20-240-C,1583021613083000,call,240.0,1587715200000000,0.099,31.0,0.11699999999999999,150.0,0.107769,87.84,224.75,0.49033000000000004,-0.27958,2020-03-01 00:13:33.083,2020-04-24 08:00:00,54 days 07:46:26.917000
121467,ETH-24APR20-240-C,1583021615772000,call,240.0,1587715200000000,0.0985,31.0,0.11699999999999999,150.0,0.107769,87.84,224.75,0.49033000000000004,-0.27958,2020-03-01 00:13:35.772,2020-04-24 08:00:00,54 days 07:46:24.228000
121513,ETH-24APR20-280-C,1583021616034000,call,280.0,1587715200000000,0.0545,37.0,0.07,150.0,0.061929,90.38,224.74,0.32411999999999996,-0.25929,2020-03-01 00:13:36.034,2020-04-24 08:00:00,54 days 07:46:23.966000
121625,ETH-24APR20-260-C,1583021616580000,call,260.0,1587715200000000,0.055,34.0,0.094,34.0,0.079697,87.83,224.74,0.39715,-0.27026999999999995,2020-03-01 00:13:36.580,2020-04-24 08:00:00,54 days 07:46:23.420000
121626,ETH-24APR20-300-C,1583021616580000,call,300.0,1587715200000000,0.032,40.0,0.057999999999999996,40.0,0.045737,90.47,224.74,0.25683,-0.23268000000000003,2020-03-01 00:13:36.580,2020-04-24 08:00:00,54 days 07:46:23.420000
121731,ETH-24APR20-200-P,1583021617041000,put,200.0,1587715200000000,0.0705,31.0,0.087,150.0,0.079246,87.67,224.74,-0.30366,-0.24456999999999998,2020-03-01 00:13:37.041,2020-04-24 08:00:00,54 days 07:46:22.959000
121736,ETH-24APR20-220-P,1583021617041000,put,220.0,1587715200000000,0.1105,25.0,0.136,25.0,0.12213399999999999,87.36,224.74,-0.40838,-0.27075,2020-03-01 00:13:37.041,2020-04-24 08:00:00,54 days 07:46:22.959000
122143,ETH-24APR20-280-C,1583021622034000,call,280.0,1587715200000000,0.0545,37.0,0.07,150.0,0.061914,90.39,224.71,0.32404,-0.25927,2020-03-01 00:13:42.034,2020-04-24 08:00:00,54 days 07:46:17.966000
122144,ETH-24APR20-240-C,1583021622036000,call,240.0,1587715200000000,0.0985,31.0,0.11699999999999999,150.0,0.10758599999999999,87.77,224.71,0.49,-0.27929,2020-03-01 00:13:42.036,2020-04-24 08:00:00,54 days 07:46:17.964000
122233,ETH-24APR20-300-C,1583021622076000,call,300.0,1587715200000000,0.032,40.0,0.057999999999999996,40.0,0.045723,90.47,224.71,0.25676,-0.23264,2020-03-01 00:13:42.076,2020-04-24 08:00:00,54 days 07:46:17.924000
122266,ETH-24APR20-260-C,1583021622076000,call,260.0,1587715200000000,0.055,34.0,0.094,34.0,0.079674,87.84,224.71,0.39705,-0.27024000000000004,2020-03-01 00:13:42.076,2020-04-24 08:00:00,54 days 07:46:17.924000
122300,ETH-24APR20-220-P,1583021622076000,put,220.0,1587715200000000,0.1105,25.0,0.136,25.0,0.122189,87.36,224.71,-0.4085,-0.27074000000000004,2020-03-01 00:13:42.076,2020-04-24 08:00:00,54 days 07:46:17.924000
122304,ETH-24APR20-200-P,1583021622077000,put,200.0,1587715200000000,0.0705,31.0,0.087,150.0,0.07928099999999999,87.66,224.71,-0.30377,-0.24456999999999998,2020-03-01 00:13:42.077,2020-04-24 08:00:00,54 days 07:46:17.923000
122806,ETH-24APR20-260-C,1583021627111000,call,260.0,1587715200000000,0.055,34.0,0.094,34.0,0.079613,87.83,224.68,0.39685,-0.27014,2020-03-01 00:13:47.111,2020-04-24 08:00:00,54 days 07:46:12.889000
122857,ETH-24APR20-200-P,1583021627111000,put,200.0,1587715200000000,0.0705,31.0,0.087,150.0,0.079373,87.68,224.68,-0.30395,-0.24466,2020-03-01 00:13:47.111,2020-04-24 08:00:00,54 days 07:46:12.889000
122910,ETH-24APR20-300-C,1583021627111000,call,300.0,1587715200000000,0.032,40.0,0.057999999999999996,40.0,0.045686000000000004,90.47,224.68,0.2566,-0.23251999999999998,2020-03-01 00:13:47.111,2020-04-24 08:00:00,54 days 07:46:12.889000
122924,ETH-24APR20-240-C,1583021627111000,call,240.0,1587715200000000,0.0985,31.0,0.11699999999999999,150.0,0.10751600000000001,87.76,224.68,0.4898,-0.27923000000000003,2020-03-01 00:13:47.111,2020-04-24 08:00:00,54 days 07:46:12.889000
122855,ETH-24APR20-280-C,1583021627112000,call,280.0,1587715200000000,0.0545,37.0,0.07,150.0,0.061871,90.39,224.68,0.32387,-0.25916999999999996,2020-03-01 00:13:47.112,2020-04-24 08:00:00,54 days 07:46:12.888000
122880,ETH-24APR20-220-P,1583021627112000,put,220.0,1587715200000000,0.1105,25.0,0.136,25.0,0.12233,87.4,224.68,-0.40867,-0.27084,2020-03-01 00:13:47.112,2020-04-24 08:00:00,54 days 07:46:12.888000
123466,ETH-24APR20-300-C,1583021632146000,call,300.0,1587715200000000,0.032,40.0,0.057999999999999996,40.0,0.045676999999999995,90.44,224.71,0.25661999999999996,-0.23249,2020-03-01 00:13:52.146,2020-04-24 08:00:00,54 days 07:46:07.854000
123500,ETH-24APR20-280-C,1583021632146000,call,280.0,1587715200000000,0.0545,37.0,0.07,150.0,0.061862,90.36,224.71,0.32391,-0.25913,2020-03-01 00:13:52.146,2020-04-24 08:00:00,54 days 07:46:07.854000
123505,ETH-24APR20-220-P,1583021632146000,put,220.0,1587715200000000,0.1105,25.0,0.136,25.0,0.122377,87.48,224.71,-0.40848,-0.27109,2020-03-01 00:13:52.146,2020-04-24 08:00:00,54 days 07:46:07.854000
123543,ETH-24APR20-260-C,1583021632146000,call,260.0,1587715200000000,0.055,34.0,0.094,34.0,0.079597,87.79,224.71,0.39689,-0.27005999999999997,2020-03-01 00:13:52.146,2020-04-24 08:00:00,54 days 07:46:07.854000
123530,ETH-24APR20-240-C,1583021632147000,call,240.0,1587715200000000,0.0985,31.0,0.11699999999999999,150.0,0.107499,87.72,224.71,0.48988000000000004,-0.27912,2020-03-01 00:13:52.147,2020-04-24 08:00:00,54 days 07:46:07.853000
123542,ETH-24APR20-200-P,1583021632148000,put,200.0,1587715200000000,0.0705,31.0,0.087,150.0,0.079402,87.74,224.71,-0.30385,-0.24481999999999998,2020-03-01 00:13:52.148,2020-04-24 08:00:00,54 days 07:46:07.852000
124059,ETH-24APR20-300-C,1583021637580000,call,300.0,1587715200000000,0.032,40.0,0.057999999999999996,40.0,0.045699000000000004,90.46,224.71,0.25668,-0.23256,2020-03-01 00:13:57.580,2020-04-24 08:00:00,54 days 07:46:02.420000
124061,ETH-24APR20-260-C,1583021637580000,call,260.0,1587715200000000,0.055,34.0,0.094,34.0,0.079625,87.81,224.71,0.39694,-0.27013000000000004,2020-03-01 00:13:57.580,2020-04-24 08:00:00,54 days 07:46:02.420000
124369,ETH-24APR20-280-C,1583021638188000,call,280.0,1587715200000000,0.0545,37.0,0.07,150.0,0.061893,90.38,224.71,0.32398000000000005,-0.25921,2020-03-01 00:13:58.188,2020-04-24 08:00:00,54 days 07:46:01.812000
124332,ETH-24APR20-240-C,1583021638188000,call,240.0,1587715200000000,0.0985,31.0,0.11699999999999999,150.0,0.10753599999999999,87.74,224.71,0.48991999999999997,-0.2792,2020-03-01 00:13:58.188,2020-04-24 08:00:00,54 days 07:46:01.812000
124294,ETH-24APR20-220-P,1583021638188000,put,220.0,1587715200000000,0.1105,25.0,0.136,25.0,0.122368,87.47,224.71,-0.40848,-0.27107,2020-03-01 00:13:58.188,2020-04-24 08:00:00,54 days 07:46:01.812000
124360,ETH-24APR20-200-P,1583021638189000,put,200.0,1587715200000000,0.0705,31.0,0.087,150.0,0.079386,87.73,224.71,-0.30384,-0.24478000000000003,2020-03-01 00:13:58.189,2020-04-24 08:00:00,54 days 07:46:01.811000
124918,ETH-24APR20-260-C,1583021643223000,call,260.0,1587715200000000,0.055,34.0,0.094,34.0,0.07964500000000001,87.79,224.74,0.39707,-0.27013000000000004,2020-03-01 00:14:03.223,2020-04-24 08:00:00,54 days 07:45:56.777000
124969,ETH-24APR20-280-C,1583021643223000,call,280.0,1587715200000000,0.0545,37.0,0.07,150.0,0.061913,90.36,224.74,0.32409,-0.25925,2020-03-01 00:14:03.223,2020-04-24 08:00:00,54 days 07:45:56.777000
124989,ETH-24APR20-300-C,1583021643223000,call,300.0,1587715200000000,0.032,40.0,0.057999999999999996,40.0,0.045714,90.44,224.74,0.25677,-0.2326,2020-03-01 00:14:03.223,2020-04-24 08:00:00,54 days 07:45:56.777000
124992,ETH-24APR20-220-P,1583021643223000,put,220.0,1587715200000000,0.1105,25.0,0.136,25.0,0.122351,87.52,224.74,-0.40826999999999997,-0.27121999999999996,2020-03-01 00:14:03.223,2020-04-24 08:00:00,54 days 07:45:56.777000
125008,ETH-24APR20-240-C,1583021643223000,call,240.0,1587715200000000,0.0985,31.0,0.11699999999999999,150.0,0.10756199999999999,87.72,224.74,0.49007,-0.27918000000000004,2020-03-01 00:14:03.223,2020-04-24 08:00:00,54 days 07:45:56.777000
124919,ETH-24APR20-200-P,1583021643224000,put,200.0,1587715200000000,0.0705,31.0,0.087,150.0,0.07937000000000001,87.77,224.74,-0.3037,-0.24486999999999998,2020-03-01 00:14:03.224,2020-04-24 08:00:00,54 days 07:45:56.776000
125452,ETH-24APR20-280-C,1583021649034000,call,280.0,1587715200000000,0.0545,37.0,0.07,150.0,0.061963,90.43,224.71,0.32415,-0.25941,2020-03-01 00:14:09.034,2020-04-24 08:00:00,54 days 07:45:50.966000
125453,ETH-24APR20-200-P,1583021649034000,put,200.0,1587715200000000,0.0705,31.0,0.087,150.0,0.079317,87.68,224.71,-0.3038,-0.24464,2020-03-01 00:14:09.034,2020-04-24 08:00:00,54 days 07:45:50.966000
125460,ETH-24APR20-240-C,1583021649036000,call,240.0,1587715200000000,0.0985,31.0,0.11699999999999999,150.0,0.107628,87.8,224.71,0.49003,-0.27939,2020-03-01 00:14:09.036,2020-04-24 08:00:00,54 days 07:45:50.964000
125588,ETH-24APR20-260-C,1583021649580000,call,260.0,1587715200000000,0.055,34.0,0.094,34.0,0.079697,87.85,224.71,0.39708000000000004,-0.2703,2020-03-01 00:14:09.580,2020-04-24 08:00:00,54 days 07:45:50.420000
125590,ETH-24APR20-300-C,1583021649580000,call,300.0,1587715200000000,0.032,40.0,0.057999999999999996,40.0,0.045751,90.5,224.71,0.25684,-0.23274,2020-03-01 00:14:09.580,2020-04-24 08:00:00,54 days 07:45:50.420000
125681,ETH-24APR20-220-P,1583021650272000,put,220.0,1587715200000000,0.1105,25.0,0.136,25.0,0.12229100000000001,87.42,224.71,-0.40849,-0.27093,2020-03-01 00:14:10.272,2020-04-24 08:00:00,54 days 07:45:49.728000
